STT,Tên bài hát,Tác giả,Thể loại
3596,Thinking About You,Mr Chill,Lofi 
3597,Không yêu ai khác ngoài em,Nguyễn Lê Việt Hùng,Nguyễn Lê Việt Hùng|Nhạc trẻ
3598,Tình đầu vấn vương,Vũ Tuấn Đức,Nhạc trữ tình|Vũ Tuấn Đức
3599,First Day At School,Dương Khắc Linh,"Pop, Ballad"
3600,Xin yêu tôi bằng tình người,Tú Nhi,Bolero|Tú Nhi
3601,Lời kẻ đăng trình,Tú Nhi,Bolero|Tú Nhi
3602,No Smoking - Không Hút Thuốc,Đông Phương Tường,Nhạc thiếu nhi
3603,Như đóa hoa phù dung,Giao Tiên,Bolero
3604,Xin Cảm Ơn Ngài,Vĩnh Phúc,Nhạc thánh ca
3605,Sỏi đá rồi cũng đau,Khúc Lan,Nhạc ngoại lời Việt
3606,Lời tình cho anh,Khúc Lan,Nhạc ngoại lời Việt
3607,Tết Về Nhà Thôi,Hồng Quân WyTy,Pop
3608,Muộn Màng Chiều Mưa Tan,Danie Thanh Bình,Danie Thanh Bình
3609,Dạt Dào Tình Quê Hương,Hoàng Tùng,Nhạc trữ tình
3610,Đêm còn buồn,Thùy Linh,Trữ tình
3611,Mỗi độ xuân về,Hoài Phương,Trữ tình
3612,Xuân quê hương 2,Lam Phương,Bolero|Lam Phương
3613,Ai hỏi tên anh,Anh Bằng,Bolero
3614,Cô Gái Miền Tây,Sinike,pop
3615,Tình người biên giới,Bằng Giang,Bolero
3616,Bạc hà,Nhật Hoàng,Nhật Hoàng|Nhạc trẻ
3617,Phút chia xa,Vũ Tuấn Đức,Nhạc trữ tình|Vũ Tuấn Đức
3618,Tình Xa Khuất Rồi,Vũ Xuân Hùng,Lời Việt|Nhạc ngoại|Vũ Xuân Hùng
3619,Sâu Trong Gương Là Đôi Mắt Mỏi Mệt,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3620,Con Đường Của Gió,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3621,Nỗi lòng mùa xuân,Trịnh Lâm Ngân,Nhạc trữ tình
3622,Đường Ngày Mai,Đông Thiên Đức,Đông Thiên Đức|pop|Ballad
3623,Em ở quê ra,Giao Tiên,Bolero
3624,Giấc Mộng Trong Mưa,Quang Mạnh,Quang Mạnh
3625,Nói đi anh,Vũ Tuấn Đức,Nhạc trữ tình|Vũ Tuấn Đức
3626,Biển sóng tình em,Sỹ Đan,Sỹ Đan|Nhạc trữ tình
3627,Chênh vênh cầu khỉ,Trần Thiện Thanh|Vũ Hối,Trần Thiện Thanh|Bolero|Vũ Hối
3628,Mùa Xuân Trong Đôi Mắt Em,Đức Huy,"Bolero, ĐQ Asia"
3629,Ngày của riêng mình,Vinh Sử,Bolero
3630,Đánh mất đêm vui,Lam Phương,Lam Phương|Bolero
3631,Thuyền mộng,Khúc Lan,Nhạc ngoại lời Việt
3632,Mất anh đêm Giáng sinh,Anh Bằng,Bolero
3633,Chưa vơi sầu đau,Vũ Tuấn Đức,Nhạc trữ tình|Vũ Tuấn Đức
3634,Nỗi Nhớ Dịu Êm,Bảo Chấn,Bảo Chấn|Nhạc nhẹ
3635,Khúc Tình Tàn Phai,Vũ Xuân Hùng,Vũ Xuân Hùng|Nhạc ngoại|Lời Việt
3636,Khúc xuân ca,Nguyễn Văn Đông,Trữ tình
3637,Đừng Cố Níu Kéo,Đỗ Hiếu,Nhạc trẻ
3638,Hát Làm Quen,Trần Trịnh,Bolero
3639,Đường Lên Thiên Quốc,Thế Thông,Thế Thông|Nhạc thánh ca
3640,Gà trống gáy sáng,Nguyễn Văn Chung,Nhạc thiếu nhi
3641,Boy Bảnh,Đông Thiên Đức,Đông Thiên Đức|pop|Ballad
3642,Nửa hồn thương đau,Phạm Đình Chương,"Bolero, ĐQ Asia"
3643,Để Lòng Mình Nhẹ Bay,Đông Thiên Đức,Ballad|pop|Đông Thiên Đức
3644,Tiếc thầm,Anh Bằng,Bolero
3645,Người bên lề cõi sống,Trần Thiện Thanh,Trần Thiện Thanh|Bolero
3646,Bản tình ca,Khúc Lan,Nhạc ngoại lời Việt
3647,Người Ta Nói Đúng,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3648,Đêm trăng xứ Huế,Anh Bằng,Bolero
3649,Nếu chúng mình cách trở,Tú Nhi,Tú Nhi|Bolero
3650,Cánh Diều Và Em,Tú Anh,Thiếu Nhi
3651,Nhận Ra thì quá muộn màng,Nguyễn Lê Việt Hùng,Nhạc trẻ|Nguyễn Lê Việt Hùng
3652,Rước dâu trên đường về quê,Vinh Sử,Bolero
3653,Tình biển,Hà Phương,Bolero
3654,Nguyện cầu trên bến ngàn năm,Nguyễn Văn Đông,Trữ tình
3655,Thành Đông giữa chiều xuân,Ngô Sỹ Ngọc,Nhạc trữ tình
3656,Một Chút Ân Tình,Giác An,Giác An|Phật giáo
3657,Tình em tha thiết,Khúc Lan,Nhạc ngoại lời Việt
3658,Ánh sáng đô thành,Phượng Linh,Trữ tình
3659,Lũ Chó,Lộn Xộn Band,Lộn Xộn Band|Nhạc trẻ
3660,Khúc Ca Tình Yêu,Nguyên Minh,Thánh ca
3661,Đừng Đánh Thức Anh Như Vậy,Lộn Xộn Band,Lộn Xộn Band|Nhạc trẻ
3662,Mưa bên song cửa,Tú Nhi,Bolero|Tú Nhi
3663,Thực thi thánh ý Chúa,Sr. Hiền Hòa,Sr. Hiền Hòa|Nhạc thánh ca
3664,Chờ em trước cổng trường,Hà Phương,Bolero
3665,Người tình luật khoa,Vinh Sử,Bolero
3666,Có phải là tình yêu,Trần Thiện Thanh,Bolero|Trần Thiện Thanh
3667,Người Lớn Không Khóc,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3668,Những Ngày Mưa Gió,Bảo Chấn,Bảo Chấn|Nhạc nhẹ
3669,Em gái nha mân,Vinh Sử,Bolero
3670,Phải Làm Gì,Trần Đăng Quang,Nhạc trẻ|Trần Đăng Quang
3671,Vĩnh Viễn Thuộc Về Anh,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3672,Nỗi Niềm Chia Xa,Phạm Tôn Tẫn - Lê Xuân Thơm,Nhạc Trữ tình quê hương
3673,Sầu lắng,Tô Thanh Sơn,Bolero
3674,Có Ai Thương Em Như Anh (#Catena),Bùi Công Nam,Nhạc trẻ
3675,Tội Tôi Được Đóng Đinh Rồi,Vĩnh Phúc,Nhạc thánh ca
3676,Có Lẽ Người Ấy Sẽ Hạnh Phúc,Lâm Temboys,Nhạc trẻ
3677,Chỉ Cần Có Nhau,Đông Thiên Đức,Ballad|pop|Đông Thiên Đức
3678,You Must Become A Magistrate,Dương Khắc Linh,"Pop, Ballad"
3679,Đón xuân quê nhà,Vũ Phương,Vũ Phương|Bolero
3680,Tết À Tết Ơi,Tú Anh,Thiếu Nhi
3681,Khi thành phố vắng anh,Khúc Lan,Nhạc ngoại lời Việt
3682,"Tình một ngày, tình cũng trăm năm",Thanh Tuyền,Nhạc trữ tình
3683,Về Dầu Tiếng quê tôi,Huỳnh Thanh Hiền,Trữ Tình
3684,Nơi Ấy Bình Yên,Bảo Chấn,Nhạc nhẹ|Bảo Chấn
3685,Cảm ơn môi ngọt dối gian,Anh Bằng,Bolero
3686,Exam Trap,Dương Khắc Linh,"Pop, Ballad"
3687,Việt Nam hôm nay,Hoài Phương,Trữ tình
3688,Châu Dương,Rica,Rica|Nhạc trẻ
3689,Vắng Em,Đỗ Hiếu,Nhạc trẻ
3690,Chiều Một Mình Qua Phố,Trịnh Công Sơn,"Bolero, ĐQ Asia"
3691,Tình người đất đỏ,Vinh Sử,Bolero
3692,Giáng sinh kỷ niệm (First of May),Khúc Lan,Nhạc ngoại lời Việt
3693,Hè đã đến,Tú Anh,Tú Anh|Nhạc thiếu nhi
3694,Câu Chuyện Tình Tiên Sa,Lục Hòa,Bolero
3695,Sao Anh Không Ăn,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3696,Chương Cuối Thời Học Sinh,Reddy,Nhạc trẻ
3697,Nụ Cười Là Phép Màu,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3698,Người Yêu Của Chúa,Thế Thông,Nhạc thánh ca|Thế Thông
3699,Gửi Em Cô Gái Hà Thành,Phạm Tôn Tẫn  - Nguyễn Mạnh Đẫu,Nhạc Trữ tình quê hương
3700,Xuân An Lạc,Giác An,Phật giáo|Giác An
3701,Mưa lạnh chiều nay,Anh Bằng,Bolero
3702,Mưa Cali mưa Sài Gòn,Trần Thiện Thanh,Trần Thiện Thanh|Bolero
3703,Ca khúc mừng xuân,Văn Phụng,"Bolero, ĐQ Asia"
3704,Ôm Tình Trong Mơ,Vũ Xuân Hùng,Vũ Xuân Hùng|Lời Việt|Nhạc ngoại
3705,Bánh Rượu Và Đời Con,Anh Thi,Thánh Ca
3706,Về thăm mộ mẹ,Vinh Sử,Bolero
3707,Và tôi vẫn mơ,Võ Thiện Thanh,Võ Thiện Thanh|Hoàng Tuấn|Nhạc trữ tình
3708,Thiên Chúa Là Tất Cả,Ngân Giang,Ngân Giang|Nhạc trữ tình
3709,Kính Chào Đức Nữ Vương,Thế Thông,Nhạc thánh ca|Thế Thông
3710,Giấc mơ hòa bình,Khúc Lan,Nhạc ngoại lời Việt
3711,Tấm Bánh Bẻ Ra,Thế Thông,Nhạc thánh ca|Thế Thông
3712,Sài Gòn Bận Lắm,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3713,Mùa hè lại đến,Vũ Tuấn Đức|Trúc Hồ,Trúc Hồ|Vũ Tuấn Đức|Nhạc trữ tình
3714,Goodbye Strangers,Dương Khắc Linh,"Pop, Ballad"
3715,From Court To Jail,Dương Khắc Linh,"Pop, Ballad"
3716,Xin vẫy tay chào,Tú Nhi,Bolero|Tú Nhi
3717,Bình Minh Đã Đến,Vĩnh Phúc,Nhạc thánh ca
3718,Nhớ anh chiều nay,Vũ Tuấn Đức,Nhạc trữ tình|Vũ Tuấn Đức
3719,Tín thác,Nguyên Minh,Thánh ca
3720,Heo con lạc đường,Đông Phương Tường,Nhạc thiếu nhi
3721,Bất Hiếu,Đông Thiên Đức,Đông Thiên Đức|pop|Ballad
3722,Mùa Đông Ấy,Nguyễn Quốc Cường,Nhạc trẻ
3723,Những điều thật lạ,Vũ Tuấn Đức|Trúc Hồ,Vũ Tuấn Đức|Nhạc trữ tình|Trúc Hồ
3724,Còn nhớ không em (Mùa chia tay),Hà Phương,Bolero
3725,Đắm say,Vũ Tiến Dũng|Vũ Tuấn Đức,Vũ Tiến Dũng|Vũ Tuấn Đức|Nhạc trữ tình
3726,Hãy Hát Cho Đời,Vũ Xuân Hùng,Nhạc ngoại|Vũ Xuân Hùng|Lời Việt
3727,Tình vợ chồng quê,Vinh Sử,Bolero
3728,Đường Mây,Trần Trịnh,Bolero
3729,Em sẽ yêu anh mãi,Vinh Sử,Bolero
3730,Gia Đình Mình,Hamlet Trương,Pop
3731,Cô Thắm theo chồng,Giao Tiên,Bolero
3732,Nổi lửa đấu tranh,Anh Bằng,Bolero
3733,Cô Sáu Bạc Liêu,Đông Phương Tường,Bolero
3734,Sẽ Thôi Khóc Vì Anh,Đỗ Hiếu,Nhạc trẻ
3735,Gia tài của nó,Anh Bằng,Bolero
3736,Vỗ tay ngợi ca,Vinh Sử,Bolero
3737,Lộc non,Trần Thiện Thanh|Nguyên Diệu,Bolero|Nguyên Diệu|Trần Thiện Thanh
3738,Quyết Đi Theo Ngài,Thế Thông,Nhạc thánh ca|Thế Thông
3739,Không dám đâu,Vinh Sử,Bolero
3740,Bé ngoan uống thuốc,Nguyễn Văn Chung,Nhạc thiếu nhi
3741,Horse Race Contest,Dương Khắc Linh,"Pop, Ballad"
3742,Anh Có Một Điều Bí Mật,Rica,Nhạc trẻ|Rica
3743,Gương liệt nữ,Lam Phương,Lam Phương|Bolero
3744,Không Chờ Đợi,Dương Khắc Linh,"Pop, Ballad"
3745,Mình Anh Bước Về,Nguyễn Quốc Cường,Nhạc trẻ
3746,Hết Tết,BÌN,Pop
3747,Khởi Đầu Tết Vui,Dương Khắc Linh,"Pop, Ballad"
3748,Niềm Mơ Ước,Đỗ Anh Tuấn,Nhạc Trữ Tình
3749,Người Của Hôm Qua,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3750,Chuyện Bây Giờ Đã Muộn,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3751,Tình Xuân,Bảo Chấn,Bảo Chấn|Nhạc nhẹ
3752,Bé Ăn Nhiều,Đông Phương Tường,Nhạc thiếu nhi
3753,Papa,Dương Khắc Linh,"Pop, Ballad"
3754,Mùa xuân ông Đồ,Vinh Sử,Bolero
3755,Anh Vẫn Mong Chờ,Đỗ Hiếu,Nhạc trẻ
3756,Phận Duyên Lỡ Làng,Phát Huy T4,POP - RnB|Phát Huy T4
3757,Lối Đi Nào Có Em,Lâm Temboys,Nhạc trẻ
3758,Mộng sầu cô đơn,Khúc Lan,Nhạc ngoại lời Việt
3759,Đơn Giản Là Chia Tay,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3760,Nhớ người viễn xứ,Nguyễn Văn Đông,Trữ tình
3761,Chiều miền hỏa tuyến,Ngọc Sơn,Bolero|Ngọc Sơn
3762,Chuyện tình nàng Tô Thị,Lam Phương,Lam Phương|Bolero
3763,Tiễn em ngày cưới,Hà Phương,Bolero
3764,One More Try,Johnny Dũng,Nhạc trữ tình
3765,Đại Dương Thương Xót,Thế Thông,Nhạc thánh ca|Thế Thông
3766,Chọn người trăm năm,Ngân Giang,Nhạc trữ tình|Ngân Giang
3767,Nữ Vương Vô Nhiễm Nguyên Tội,Thế Thông,Thế Thông|Nhạc thánh ca
3768,Hai đứa còn cô đơn,Anh Bằng,Bolero
3769,Sẽ không như thế,Nguyễn Ngọc Thiện,Hoàng Tuấn|Nhạc trữ tình|Nguyễn Ngọc Thiện
3770,Nàng Thơ Quốc Dân,Lộn Xộn Band,Nhạc trẻ|Lộn Xộn Band
3771,Nơi Nương Náu Tâm Hồn,Vĩnh Phúc,Nhạc thánh ca
3772,Tình đến trong đêm,Tấn Triệu,Nhạc trữ tình|Hoàng Tuấn|Tấn Triệu
3773,Chết trong vòng tay em,Khúc Lan,Nhạc ngoại lời Việt
3774,Đau Lòng Để Ai Xem,Đông Thiên Đức,Ballad|Đông Thiên Đức|pop
3775,Trường xưa,Vinh Sử,Bolero
3776,Mùa đông và lữ khách,Ngân Giang,Nhạc trữ tình|Ngân Giang
3777,Đêm nay ta say,Quốc Anh,Bolero
3778,Đêm hoang vắng,Khúc Lan,Nhạc ngoại lời Việt
3779,Thầy cho em niềm tin,Nguyễn Văn Chung,Nhạc thiếu nhi
3780,Đi cùng anh,Lemon Climb,Ballad|Lemon Climb
3781,Biết tỏ cùng ai,Vinh Sử,Bolero
3782,Vắt chân chữ ngũ,Vinh Sử,Bolero
3783,Trăng rơi tuyến đầu,Hà Phương,Bolero
3784,Hẹn nhau cuối tuần,Hà Phương,Bolero
3785,Nước Mắt Cho Mây,Vũ Xuân Hùng,Nhạc ngoại|Vũ Xuân Hùng|Lời Việt
3786,Câu Chuyện Trong Tuồng,Trần Trịnh,Bolero
3787,Mai lỡ mình xa nhau,Tú Nhi,Tú Nhi|Bolero
3788,Xin Yêu Thương Quay Về,Đỗ Hiếu,Nhạc trẻ
3789,Đắm say cùng chacha,Sỹ Đan,Sỹ Đan|Nhạc trữ tình
3790,Sao đổi ngôi,Tú Nhi,Bolero|Tú Nhi
3791,Và Cơn Mưa Tới,Bảo Chấn,Nhạc nhẹ|Bảo Chấn
3792,Như Ngày Đầu Tiên,Đông Thiên Đức,Ballad|pop|Đông Thiên Đức
3793,Bờ cát trắng,Vũ Tuấn Đức,Vũ Tuấn Đức|Nhạc trữ tình
3794,Hoa Cỏ Mùa Xuân,Bảo Chấn,Bảo Chấn|Nhạc nhẹ
3795,Em Muốn Cho Anh Xem Này,Đỗ Hiếu,Nhạc trẻ
3796,Tình Yêu Tuyệt Vời,Vĩnh Phúc,Nhạc thánh ca
3797,Giã Từ Huyễn Mộng,Giác An,Giác An|Phật giáo
3798,Ánh Sáng,Vĩnh Phúc,Nhạc thánh ca
3799,Ngũ Bái 5,Thế Thông,Nhạc thánh ca|Thế Thông
3800,Rửa tay nào,Nguyễn Văn Chung,Nhạc thiếu nhi
3801,Người Lạ Quen Thuộc,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3802,Một thời của mẹ,Hà Phương,Bolero
3803,Chuyện tình loài hoa tuyết,Vinh Sử,Bolero
3804,Ánh Mắt Xót Thương,Thế Thông,Thế Thông|Nhạc thánh ca
3805,Mùa đông Cali,Trần Thiện Thanh,Bolero|Trần Thiện Thanh
3806,Có em bên đời,Vũ Tuấn,Vũ Tuấn|Bolero
3807,Né Trap,QLIN,"Nhạc Rap, HipHop"
3808,Anh Nhớ Em,Nguyễn Quốc Cường,Nhạc trẻ
3809,Anh Hiểu Mà,Đông Thiên Đức,Đông Thiên Đức|Ballad|pop
3810,Mẹ Vô Nhiễm Nguyên Tội,Thế Thông,Thế Thông|Nhạc thánh ca
3811,Nếu phải yêu anh,Giao Tiên,Bolero
3812,Giúp việc nhà phụ Mẹ,Nguyễn Văn Chung,Nhạc thiếu nhi
3813,Đã Mãi Cách Xa,Đỗ Hiếu,Nhạc trẻ
3814,Chúa Quá Yêu Tôi,Vĩnh Phúc,Nhạc thánh ca
3815,Tựa nương nơi Chúa,Sr. Hiền Hòa,Sr. Hiền Hòa|Nhạc thánh ca
3816,Bỗng Dưng Xa Lạ,Hào JK,"Pop, Ballad"
3817,Mùa xuân bàng hoàng,Trần Thiện Thanh,Bolero|Trần Thiện Thanh
3818,Xin Thánh Hiến Con,Thế Thông,Thế Thông|Nhạc thánh ca
3819,Anh đi chài tôm,Giao Tiên,Bolero
3820,Đếm bước cô đơn,Tú Nhi|Bằng Giang,Bằng Giang|Tú Nhi|Bolero
3821,Huế khóc,Anh Bằng,Bolero
3822,Em còn mãi tình đầu,Anh Bằng,Bolero
3823,Khóc Một Lần,Đông Thiên Đức,Đông Thiên Đức|pop|Ballad
3824,Một lời đã hứa,Tuấn Hải,Bolero
3825,Niềm vui đơn côi,Lam Phương,Lam Phương|Bolero
3826,Ghen,Vũ Xuân Hùng,"Nhạc ngoại, Lời Việt"
3827,Quà Tặng Của Chúa,Vĩnh Phúc,Nhạc thánh ca
3828,Hãy Đến Bên Em,Diệp Vàm Cỏ,Ca cổ
3829,Giọt mưa đêm,Tô Thanh Sơn,Bolero
3830,Tình quên đường về,Lam Phương,Bolero|Lam Phương
3831,Một lần bay thấp,Trần Thiện Thanh,Trần Thiện Thanh|Bolero
3832,Vở Hài Kịch,RonOST,"J-pop, Jazz, Rock"
3833,Nỗi Nhớ Hương Sơn,Phạm Tôn Tẫn  - Hồ Xuân Tứ,Nhạc Trữ tình quê hương
3834,Mẹ và Mùa Thu,Phạm Tôn Tẫn,Nhạc Trữ tình quê hương
3835,Criminals Encounter,Dương Khắc Linh,"Pop, Ballad"
3836,Love No Drama,Mai Phuong|Thái Sơn Beatbox,"Pop, Afro"
3837,Tái Sinh Yêu Thương,Bùi Công Nam,Nhạc trẻ
3838,Sài Gòn nhớ,Phan Ni Tấn,Nhạc trữ tình
3839,Muốn nắm tay em,Kiyoshi Phan,Pop
3840,Mừng sinh nhật của bé,Tú Anh,Nhạc thiếu nhi|Tú Anh
3841,Có Cha ở bên con,Nguyễn Văn Chung,Nhạc thiếu nhi
3842,Lời thương chưa ngỏ,Tú Nhi,Bolero|Tú Nhi
3843,Một kỷ niệm,Lam Phương,Bolero|Lam Phương
3844,Mưa trắng,Anh Bằng,Bolero
3845,Chẳng Ai Phiền Ai Bao Giờ,Đông Thiên Đức,Ballad
3846,Lặng lẽ,Quốc Anh,Bolero
3847,Cho tình yêu đẹp mãi,Khúc Lan,Nhạc ngoại lời Việt
3848,Hoàng Hôn Cuối,Nguyễn Quốc Cường,Nhạc trẻ
3849,Mẹ Lộ Đức,Thế Thông,Thế Thông|Nhạc thánh ca
3850,Sẽ Có Cách Đừng Lo,Hamlet Trương,"Nhạc Trẻ,Nhạc Trữ Tình"
3851,Nỗi Lòng Thai Nhi,Thế Thông,Nhạc thánh ca|Thế Thông
3852,Đã Xem Nhau Là Tất Cả,Nguyễn Quốc Cường,Nhạc trẻ
3853,Ô mê ly,Trịnh Công Sơn,"Bolero, ĐQ Asia"
3854,Đời còn nhiều gian dối,Trần Thiện Thanh,Bolero|Trần Thiện Thanh
3855,Vết thương,Anh Bằng,Bolero
3856,Bóng trăng gầy,Lê Quang,Hoàng Tuấn|Nhạc trữ tình|Lê Quang
3857,Cảm ơn dòng sông,Diệp Vàm Cỏ,Ca cổ
3858,Tiều Phu Và Công Chúa,Nam Đức,Nam Duc|Nhạc trẻ
3859,Forever Young Forever Yan,Dương Khắc Linh,"Pop, Ballad"
3860,Vào Lúc Đêm Xuống,Vĩnh Phúc,Nhạc thánh ca
3861,Nhớ nhung trong chiều,Khúc Lan,Nhạc ngoại lời Việt
3862,Đường tình lạc lối,Nhật Thu,Nhật Thu|Nhạc trữ tình
3863,Về Đây Hỡi Chiên Xa Bầy,Vĩnh Phúc,Nhạc thánh ca
3864,Huyền Thoại Một Tình Yêu,Việt Sơn,Ca cổ
3865,Mộng dưới trăng,Ngọc Sơn,Ngọc Sơn|Bolero
3866,Thiên Thai,Văn Cao,"Bolero, ĐQ Asia"
3867,Gánh hát rong,Anh Bằng,Bolero
3868,Phải chi,Anh Bằng,Bolero
3869,Nỗi nhớ quê nhà,Giao Tiên,Bolero
3870,Tình câm,Lam Phương,Lam Phương|Bolero
3871,Việt Nam muôn thuở,Nguyễn Văn Đông,Trữ tình
3872,Nhặt Quá Khứ Vào Nỗi Đau,Lâm Temboys,Nhạc trẻ
3873,Cạn lời yêu dấu,Trần Thiện Thanh,Bolero|Trần Thiện Thanh
3874,Định Kiến,Quang Mạnh,Quang Mạnh
3875,Throw Away,Dương Khắc Linh,"Pop, Ballad"
3876,Vĩnh biệt Sàigòn,Lam Phương,Lam Phương|Bolero
3877,Có Lẽ,Nguyễn Quốc Cường|Nhạc Hoa,Nhạc trẻ
3878,Phải Là Của Em,Đỗ Hiếu,Nhạc trẻ
3879,Mưa bụi cuối cùng,Giao Tiên,Bolero
3880,Đôi tiếng tự do,Trần Thiện Thanh|Châu Kỳ,Trần Thiện Thanh|Châu Kỳ|Bolero
3881,Có em không,Trúc Hồ,Trúc Hồ|Nhạc trữ tình
3882,Út Lúa,Đông Phương Tường,Bolero
3883,Tôi Là Ai,Vĩnh Phúc,Nhạc thánh ca
3884,Nụ hôn đầu,Vinh Sử,Bolero
3885,Một phiên gác đêm,Ngọc Sơn,Ngọc Sơn|Bolero
3886,Sinh nhật ca,Quốc Anh,Bolero
3887,Cổ tích quê mình,Nguyễn Ngọc Thịnh,Nhạc trữ tình
3888,Nén,Đông Thiên Đức,Đông Thiên Đức|Ballad|pop
3889,Cả nước đấu tranh,Anh Bằng,Bolero
3890,Co Tich Doi That,Dương Khắc Linh,"Pop, Ballad"
3891,Lý quạ kêu,Đăng Minh,Ca cổ
3892,Đám Cưới Thiệt Vui,Đông Phương Tường,Bolero
3893,Mắt em,Anh Bằng,Bolero
3894,I who have nothing,Khúc Lan,Nhạc ngoại lời Việt
3895,Anh đi về nơi đâu,Trúc Hồ,Trúc Hồ|Nhạc trữ tình
3896,Kỷ niệm xưa,Vũ Tuấn,Bolero|Vũ Tuấn
3897,Hết năm học rồi,Nguyễn Văn Chung,Nhạc thiếu nhi
3898,Tỏ Tình,Bùi Công Nam,Nhạc trẻ
3899,Cây phượng giữa sân trường,Tú Anh|Lê Tấn Dũng,Lê Tấn Dũng|Tú Anh
3900,Tự Giác Đi,Bùi Công Nam,Nhạc trẻ
3901,Tỏ Tình,Bùi Công Nam,Nhạc trẻ
3902,Nghĩa tình phu thê,Vũ Tuấn,Vũ Tuấn|Bolero
3903,Chúa Biến Hình,Thế Thông,Thế Thông|Nhạc thánh ca
3904,Lời khẩn xin,Vũ Tuấn Đức,Vũ Tuấn Đức|Nhạc trữ tình
3905,Đêm giáng sinh đầu tiên,Khúc Lan,Nhạc ngoại lời Việt
3906,Đèn Kéo Quân,Phan Ni Tấn,Nhạc trữ tình
3907,Nỗi Nhớ Quê Hương,Giác An,Phật giáo|Giác An
3908,Phép thuật của Ông già Noel,Nguyễn Văn Chung,Nhạc thiếu nhi
3909,Người đẹp Mỹ Tho,Vinh Sử,Bolero
3910,Ngày về của kẻ bụi đời,Ngân Giang,Nhạc trữ tình|Ngân Giang
3911,I Wanna Be Your Love,Đỗ Hiếu,Nhạc trẻ
3912,Có Thể Nào?,Thế Thông,Thế Thông|Nhạc thánh ca
3913,Con hứa với Mẹ,Nguyễn Văn Chung,Nhạc thiếu nhi
3914,Nơi Ta Chờ Em,Bách Neul,Bách Neul
3915,Chiều Nhẹ Buông,Thế Thông,Thế Thông|Nhạc thánh ca
3916,Một đêm vui,Vũ Tuấn Đức,Nhạc trữ tình|Vũ Tuấn Đức
3917,Giọng ca vàng đêm nay,Vũ Tuấn,Vũ Tuấn|Bolero
3918,Khúc Ca Sinh Nhật,Tú Anh,Thiếu Nhi
3919,Bến chiều,Vũ Phương,Vũ Phương|Bolero
3920,Chuyến xe hoa buồn,Anh Bằng,Bolero
3921,Trong lòng em đổ mưa,Quốc Anh,Bolero
3922,Gẫy Cành Thiên Hương,Trần Trịnh,Bolero
3923,Khúc Tình Ca Ngày Cưới,Vĩnh Phúc,Nhạc hôn lễ
3924,Hãy đến với Ta,Sr. Hiền Hòa,Sr. Hiền Hòa|Nhạc thánh ca
3925,Nỗi Nhớ Thiêu Đốt,Nguyễn Quốc Cường,Nhạc trẻ
3926,Bài Này Không Để Đi Diễn,Bùi Công Nam,Nhạc trẻ
3927,Mùa xuân đã đến,Khúc Lan|Nguyễn Kim Thanh,Nhạc ngoại lời Việt
3928,Phố Đông,Bảo Chấn,Nhạc nhẹ|Bảo Chấn
3929,Rằng anh xin hứa mãi gần em,Trúc Sinh|Đặng Hiền,Nhạc trữ tình|Đặng Hiền|Trúc Sinh
3930,Người em xứ bưởi,Hoàng Phương,Bolero
3931,Đau Tận Tâm Can,Đông Thiên Đức,Đông Thiên Đức|pop|Ballad
3932,Nào Em Có Biết,Dương Khắc Linh,"Pop, Ballad"
3933,Don't Stop Babe,Mai Phuong,RnB
3934,Bức Thư Anh Chưa Gửi,Nguyễn Quốc Cường,Nhạc trẻ
3935,Buồn Làm Chi Em Ơi,Nguyễn Minh Cường,Pop
3936,Nỗi Nhớ Trong Mơ,Đỗ Anh Tuấn,Nhạc Trữ Tình
3937,Sắc Hoa Dâng Mẹ,Nguyên Minh,Thánh ca
3938,Trái tim nghiệt ngã,Khúc Lan,Nhạc ngoại lời Việt
3939,Chiếc Lá Vô Tình,Bảo Chấn,Bảo Chấn|Nhạc nhẹ
3940,Mưa trên thung lũng hoa vàng,Quốc Anh,Bolero
3941,Ở giữa muộn phiền,Trần Thiện Thanh,Trần Thiện Thanh|Bolero
3942,Cơn sầu dĩ vãng,Khúc Lan,Nhạc ngoại lời Việt
3943,Như sương,Anh Bằng,Bolero
3944,Đừng Hoang Phí Tháng Năm Dài,Vĩnh Phúc,Nhạc thánh ca
3945,Đừng nói dối,Nguyễn Văn Chung,Nhạc thiếu nhi
3946,Tình mơ,Anh Bằng,Bolero
3947,Như Chiên Con Đi Lạc,Vĩnh Phúc,Nhạc thánh ca
3948,Lỡ mai đời chia cách,Vinh Sử,Bolero
3949,Đã Muộn Rồi,Đỗ Kim Bảng,Nhạc vàng
